compas_screening_date,sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_jail_in,c_jail_out,c_offense_date,c_arrest_date,c_days_from_compas,c_charge_degree,is_recid,num_r_cases,r_days_from_arrest,r_offense_date,r_jail_in,r_jail_out,num_vr_cases,vr_offense_date,v_decile_score,v_screening_date,screening_date
192,Male,24,0,0,4,0,0,4,-3.0,189.0,191.0,9376.0,,3.0,F,1,,0.0,516.0,515.0,1068.0,,,4,192,192
344,Female,26,0,0,4,0,0,1,-6.0,338.0,342.0,9525.0,,6.0,M,0,,,,,,,,3,344,344
76,Male,47,0,0,1,0,0,0,0.0,76.0,76.0,9263.0,,0.0,M,0,,,,,,,,1,76,76
556,Male,20,0,1,10,0,0,2,-35.0,521.0,521.0,9708.0,,35.0,F,1,,,862.0,,,,837.0,10,556,556
238,Male,26,0,0,4,0,0,0,0.0,238.0,237.0,9424.0,,1.0,F,0,,,,,,,,4,238,238
92,Male,36,0,0,7,0,0,9,-1.0,91.0,91.0,9278.0,,1.0,F,1,,0.0,139.0,138.0,138.0,,,7,92,92
478,Male,62,1,0,7,0,0,2,0.0,478.0,491.0,9664.0,,1.0,M,0,,,,,,,,6,478,478
324,Male,33,1,0,3,0,0,2,-1.0,323.0,324.0,9510.0,,1.0,M,1,,,484.0,,,,,2,324,324
91,Male,52,1,0,1,0,0,1,0.0,91.0,91.0,9277.0,,1.0,M,0,,,,,,,,1,91,91
94,Male,51,1,0,1,0,0,0,0.0,94.0,93.0,,5769.0,1.0,F,0,,,,,,,,1,94,94
604,Male,22,0,0,2,0,0,0,0.0,604.0,610.0,9791.0,,0.0,F,0,,,,,,,,4,604,604
683,Male,27,0,0,10,0,0,0,-1.0,682.0,682.0,9869.0,,1.0,F,0,,,,,,,,9,683,683
209,Male,20,1,0,8,0,3,1,-32.0,177.0,177.0,9364.0,,32.0,F,1,,,392.0,,,,,7,209,209
98,Male,47,0,0,1,0,0,7,-1.0,97.0,153.0,9284.0,,1.0,F,1,,4.0,191.0,194.0,1010.0,,166.0,1,98,98
671,Male,65,0,0,1,0,0,0,-1.0,670.0,670.0,9857.0,,1.0,M,0,,,,,,,,1,671,671
540,Male,41,0,0,4,0,0,5,-6.0,534.0,539.0,,6210.0,6.0,M,0,,,,,,,,6,540,540
582,Male,21,0,0,4,0,0,1,-14.0,568.0,568.0,9755.0,,14.0,M,0,,,,,,,,6,582,582
528,Male,38,1,0,1,0,0,1,-1.0,527.0,527.0,9714.0,,1.0,M,1,,0.0,869.0,868.0,868.0,,844.0,1,528,528
95,Male,67,1,0,3,0,0,1,-1.0,94.0,94.0,9281.0,,1.0,F,0,,,,,,,,1,95,95
470,Male,44,1,0,1,0,0,0,-1.0,469.0,469.0,9656.0,,1.0,M,0,,,,,,,,1,470,470
197,Male,47,0,0,1,0,0,1,-3.0,194.0,194.0,9381.0,,3.0,F,1,,0.0,1030.0,1029.0,1029.0,,,2,197,197
667,Male,29,0,0,2,0,0,2,-1.0,666.0,750.0,9853.0,,1.0,F,0,,,,,,,,3,667,667
53,Male,66,1,0,1,0,0,0,-1.0,52.0,52.0,9239.0,,1.0,M,0,,,,,,,,1,53,53
399,Male,39,1,0,2,0,0,0,-1.0,398.0,398.0,9585.0,,1.0,F,0,,,,,,,,1,399,399
636,Female,26,1,0,2,0,0,0,-4.0,632.0,632.0,9819.0,,4.0,F,0,,,,,,,,2,636,636
261,Female,49,1,0,3,0,0,2,-1.0,260.0,341.0,9447.0,,1.0,M,0,,,,,,,,1,261,261
129,Female,45,0,0,7,0,0,9,0.0,129.0,203.0,9316.0,,0.0,M,1,,,943.0,,,,,9,129,129
255,Male,22,0,0,2,0,0,1,0.0,255.0,254.0,9442.0,,0.0,M,0,,,,,,,,4,255,255
619,Male,31,0,0,4,0,0,4,-1.0,618.0,618.0,9805.0,,1.0,M,0,,,,,,,,4,619,619
272,Male,33,0,0,8,0,0,4,-1.0,271.0,275.0,9458.0,,1.0,F,0,,,,,,,,3,272,272
675,Male,25,0,0,3,0,0,1,-16.0,659.0,668.0,,6335.0,16.0,F,0,,,,,,,,4,675,675
548,Female,46,1,0,7,0,0,7,-1.0,547.0,550.0,9734.0,,1.0,F,1,,,735.0,,,,,3,548,548
643,Male,29,0,0,6,0,0,15,-1.0,642.0,643.0,9829.0,,1.0,F,1,,0.0,674.0,673.0,672.0,,,3,643,643
44,Male,28,0,0,5,0,0,2,-1.0,43.0,44.0,7914.0,,1317.0,M,1,,0.0,232.0,231.0,231.0,,,4,44,44
489,Male,49,0,0,1,0,0,0,-5.0,484.0,486.0,9671.0,,5.0,F,0,,,,,,,,1,489,489
292,Male,31,1,2,9,0,3,4,-1.0,291.0,426.0,9478.0,,1.0,F,0,,,,,,,,6,292,292
400,Female,22,0,0,4,0,0,0,-1.0,399.0,399.0,9586.0,,1.0,F,1,,0.0,908.0,907.0,978.0,,,4,400,400
692,Male,22,1,0,3,0,0,1,-54.0,638.0,672.0,9825.0,,54.0,M,0,,,,,,,,4,692,692
288,Male,20,0,1,5,0,1,1,3.0,291.0,295.0,,5942.0,22.0,F,1,,0.0,289.0,288.0,292.0,,,8,288,288
706,Male,34,0,0,9,0,0,0,-6.0,700.0,700.0,9887.0,,6.0,F,0,,,,,,,,8,706,706
402,Male,34,1,0,1,0,0,5,-1.0,401.0,401.0,,6077.0,1.0,F,0,,,,,,,,1,402,402
226,Male,34,1,0,5,0,0,13,-90.0,136.0,168.0,9322.0,,91.0,F,0,,,,,,,,4,226,226
729,Male,22,0,0,4,1,0,8,-1.0,728.0,766.0,9915.0,,1.0,F,1,,1.0,904.0,904.0,1020.0,,879.0,6,729,729
216,Male,25,1,0,9,0,0,3,7.0,223.0,394.0,9398.0,,5.0,M,1,,0.0,221.0,220.0,391.0,,,7,216,216
272,Male,27,1,0,5,2,1,13,-59.0,213.0,269.0,,5909.0,39.0,F,1,,0.0,337.0,336.0,335.0,,457.0,5,272,272
578,Male,35,0,0,1,0,0,0,0.0,578.0,580.0,9764.0,,1.0,F,0,,,,,,,,1,578,578
64,Male,34,0,0,6,0,0,1,-1.0,63.0,63.0,,5739.0,1.0,F,0,,,,,,,,3,64,64
241,Male,34,1,0,5,0,0,1,-2.0,239.0,239.0,9426.0,,2.0,F,0,,,,,,,,2,241,241
148,Male,50,0,0,10,0,0,17,-134.0,14.0,143.0,,5690.0,134.0,F,0,,,,,,,,7,148,148
720,Male,27,0,0,5,0,0,4,-1.0,719.0,719.0,,6395.0,1.0,F,0,,,,,,,,3,720,720
526,Male,54,0,0,4,0,0,10,0.0,526.0,525.0,9713.0,,0.0,F,1,,0.0,665.0,664.0,682.0,,,1,526,526
633,Male,28,0,0,1,0,0,0,0.0,633.0,633.0,9820.0,,0.0,M,0,,,,,,,,2,633,633
519,Male,22,1,0,6,0,0,3,-1.0,518.0,519.0,,6195.0,0.0,F,0,,,,,,,,5,519,519
539,Male,51,0,0,1,0,0,0,-1.0,538.0,538.0,9725.0,,1.0,F,1,,0.0,872.0,871.0,870.0,,,1,539,539
497,Female,36,1,0,3,0,0,5,-1.0,496.0,496.0,,6172.0,1.0,F,1,,,693.0,,,,,1,497,497
554,Male,20,0,0,10,1,0,2,-1.0,553.0,604.0,9740.0,,1.0,F,1,,,732.0,,,,707.0,8,554,554
509,Male,29,1,0,1,0,0,2,-1.0,508.0,510.0,,6184.0,1.0,F,0,,,,,,,,2,509,509
710,Male,30,0,1,5,0,2,8,-1.0,709.0,763.0,9896.0,,1.0,F,1,,0.0,856.0,855.0,857.0,,,3,710,710
601,Male,20,1,0,4,0,0,1,-39.0,562.0,562.0,9749.0,,39.0,F,0,,,,,,,,6,601,601
688,Male,44,0,0,1,0,0,0,-1.0,687.0,687.0,9874.0,,1.0,M,1,,,1017.0,,,,,1,688,688
472,Female,23,0,0,4,0,0,1,-1.0,471.0,498.0,9658.0,,1.0,F,1,,,571.0,,,,,3,472,472
710,Male,53,0,0,3,0,0,13,0.0,710.0,709.0,9896.0,,1.0,F,0,,,,,,,,6,710,710
439,Male,40,1,0,1,0,0,0,-1.0,438.0,438.0,9625.0,,1.0,F,0,,,,,,,,1,439,439
485,Male,65,0,0,1,0,0,2,-53.0,432.0,432.0,9619.0,,53.0,M,1,,,510.0,,,,,1,485,485
296,Female,22,0,0,6,0,0,1,-97.0,199.0,294.0,9386.0,,97.0,F,0,,,,,,,,6,296,296
338,Female,27,1,0,8,0,0,0,0.0,338.0,337.0,9525.0,,0.0,M,1,,1.0,402.0,402.0,422.0,,377.0,6,338,338
630,Male,23,0,0,4,0,0,1,0.0,630.0,629.0,9817.0,,0.0,M,0,,,,,,,,4,630,630
4,Male,26,0,0,5,0,0,5,-1.0,3.0,4.0,9190.0,,1.0,F,0,,,,,,,,6,4,4
563,Female,41,1,0,1,0,0,2,0.0,563.0,562.0,9750.0,,0.0,F,0,,,,,,,,1,563,563
226,Male,23,0,0,5,0,0,2,-1.0,225.0,226.0,9412.0,,1.0,F,0,,,,,,,,4,226,226
466,Male,25,0,0,6,0,0,3,-1.0,465.0,465.0,9652.0,,1.0,F,1,,0.0,653.0,652.0,669.0,,,4,466,466
226,Male,47,0,0,6,0,0,14,-1.0,225.0,255.0,9412.0,,1.0,M,0,,,,,,,,1,226,226
512,Female,27,0,0,6,0,1,3,0.0,512.0,513.0,9698.0,,1.0,F,1,,117.0,842.0,958.0,961.0,,,5,512,512
276,Male,38,0,2,9,3,0,16,28.0,304.0,336.0,9375.0,,88.0,M,1,,0.0,302.0,301.0,333.0,,378.0,6,276,276
481,Male,59,1,0,1,0,0,1,-1.0,480.0,480.0,9667.0,,1.0,M,0,,,,,,,,1,481,481
592,Male,27,0,0,1,0,0,0,-1.0,591.0,595.0,9778.0,,1.0,M,1,,0.0,825.0,824.0,893.0,,,2,592,592
324,Male,20,0,1,6,0,0,1,-2.0,322.0,323.0,,5998.0,2.0,F,0,,,,,,,,9,324,324
393,Male,24,0,0,3,0,0,0,0.0,393.0,392.0,9580.0,,0.0,M,0,,,,,,,,5,393,393
120,Male,30,1,0,8,0,0,4,0.0,120.0,124.0,9306.0,,1.0,F,1,,,772.0,,,,,4,120,120
538,Female,50,1,0,1,0,0,0,-1.0,537.0,537.0,9724.0,,1.0,M,0,,,,,,,,1,538,538
560,Male,31,0,0,3,0,0,1,-1.0,559.0,562.0,9746.0,,1.0,M,0,,,,,,,,3,560,560
108,Male,31,0,0,6,0,0,1,,,,,4460.0,1324.0,F,0,,,,,,,,6,108,108
217,Male,33,0,0,7,0,0,4,-1.0,216.0,232.0,9403.0,,1.0,M,1,,0.0,330.0,329.0,593.0,,,6,217,217
233,Male,23,0,0,10,0,0,3,-1.0,232.0,328.0,9419.0,,1.0,M,0,,,,,,,,9,233,233
400,Female,29,0,0,3,0,0,2,-1.0,399.0,408.0,9586.0,,1.0,F,1,,,1069.0,,,,,3,400,400
637,Male,52,0,0,3,0,0,2,-1.0,636.0,636.0,9823.0,,1.0,F,0,,,,,,,,2,637,637
87,Male,30,0,2,10,0,0,26,-1.0,86.0,102.0,9273.0,,1.0,F,0,,,,,,,,7,87,87
246,Male,38,0,0,2,0,0,0,-2.0,244.0,244.0,9430.0,,3.0,M,0,,,,,,,,1,246,246
288,Male,56,0,0,6,0,0,31,-22.0,266.0,265.0,9452.0,,23.0,F,1,,0.0,482.0,481.0,481.0,,,7,288,288
662,Male,61,0,0,2,0,0,0,-1.0,661.0,661.0,9848.0,,1.0,F,0,,,,,,,,1,662,662
477,Female,49,0,0,6,0,0,12,-1.0,476.0,496.0,,6152.0,1.0,M,0,,,,,,,,4,477,477
319,Male,26,0,0,2,0,0,0,0.0,319.0,321.0,9505.0,,1.0,F,0,,,,,,,,3,319,319
255,Female,28,0,0,8,0,0,5,-1.0,254.0,254.0,9441.0,,1.0,F,0,,,,,,,,4,255,255
414,Male,43,0,0,6,0,0,5,0.0,414.0,427.0,,4985.0,1105.0,M,0,,,,,,,,7,414,414
643,Female,48,1,0,5,0,0,0,-1.0,642.0,643.0,9829.0,,1.0,F,0,,,,,,,,1,643,643
372,Male,29,0,0,2,0,0,2,-1.0,371.0,371.0,9558.0,,1.0,F,1,,0.0,926.0,925.0,925.0,,900.0,2,372,372
78,Male,22,0,0,7,0,1,1,0.0,78.0,78.0,9264.0,,1.0,F,1,,1.0,190.0,190.0,229.0,,,7,78,78
65,Male,74,1,0,1,0,0,2,-1.0,64.0,73.0,,5740.0,1.0,F,0,,,,,,,,1,65,65
449,Male,58,0,0,1,0,0,0,-1.0,448.0,457.0,9635.0,,1.0,F,0,,,,,,,,1,449,449
725,Male,32,0,0,6,0,0,2,0.0,725.0,725.0,9912.0,,0.0,F,0,,,,,,,,3,725,725
702,Female,25,0,0,2,0,0,0,-1.0,701.0,701.0,9888.0,,1.0,F,0,,,,,,,,2,702,702
127,Male,47,0,0,10,0,0,4,-1.0,126.0,189.0,9313.0,,1.0,F,1,,0.0,559.0,558.0,675.0,,770.0,2,127,127
659,Female,42,1,0,8,0,0,4,-10.0,649.0,653.0,9835.0,,11.0,F,1,,0.0,835.0,834.0,839.0,,,1,659,659
90,Female,43,1,0,1,0,0,0,-2.0,88.0,88.0,9275.0,,2.0,M,0,,,,,,,,1,90,90
672,Male,30,1,0,1,0,0,3,-94.0,578.0,577.0,9765.0,,94.0,F,0,,,,,,,,2,672,672
148,Female,28,0,0,5,0,0,6,-1.0,147.0,148.0,9334.0,,1.0,M,1,,61.0,358.0,418.0,418.0,,,3,148,148
293,Female,24,0,0,4,0,0,0,-3.0,290.0,290.0,9477.0,,3.0,F,0,,,,,,,,4,293,293
29,Male,26,0,0,3,0,0,2,-1.0,28.0,227.0,,5704.0,1.0,F,1,,0.0,581.0,580.0,597.0,,667.0,5,29,29
111,Male,56,0,0,2,0,0,0,-1.0,110.0,110.0,9297.0,,1.0,M,0,,,,,,,,1,111,111
38,Male,47,0,0,6,0,0,3,-1.0,37.0,42.0,9224.0,,1.0,M,1,,0.0,670.0,669.0,714.0,,,1,38,38
356,Male,49,1,0,1,0,0,0,-1.0,355.0,355.0,9542.0,,1.0,F,0,,,,,,,,1,356,356
258,Female,36,0,0,1,0,0,1,-1.0,257.0,257.0,9444.0,,1.0,M,0,,,,,,,,1,258,258
504,Male,36,0,1,10,0,0,20,-222.0,282.0,503.0,,6000.0,180.0,F,1,,,534.0,,,,,9,504,504
377,Female,24,1,0,4,0,0,1,-3.0,374.0,376.0,9561.0,,3.0,F,0,,,,,,,,4,377,377
147,Male,30,0,0,4,0,0,3,-1.0,146.0,147.0,9333.0,,1.0,F,1,,169.0,374.0,542.0,554.0,,,2,147,147
31,Male,28,1,0,6,0,0,11,-1.0,30.0,30.0,,5706.0,1.0,F,1,,,1053.0,,,,,5,31,31
224,Female,50,0,0,3,0,0,1,-1.0,223.0,223.0,9410.0,,1.0,F,1,,,234.0,,,,,1,224,224
427,Female,39,0,0,7,0,0,1,-1.0,426.0,428.0,,6102.0,1.0,F,1,,0.0,749.0,748.0,864.0,,,2,427,427
77,Male,49,0,0,10,0,0,19,-1.0,76.0,314.0,9263.0,,1.0,F,0,,,,,,,,6,77,77
507,Female,26,0,0,8,0,0,4,-1.0,506.0,506.0,9693.0,,1.0,F,1,,0.0,855.0,854.0,860.0,,830.0,4,507,507
45,Male,56,0,0,7,0,0,4,-1.0,44.0,60.0,9231.0,,1.0,F,0,,,,,,,,4,45,45
650,Male,28,0,1,10,2,0,8,-1.0,649.0,666.0,9836.0,,1.0,M,0,,,,,,,,10,650,650
626,Male,49,1,0,5,0,0,10,-1.0,625.0,632.0,9812.0,,1.0,F,0,,,,,,,,2,626,626
73,Male,58,1,0,2,0,0,8,-1.0,72.0,72.0,9259.0,,1.0,M,0,,,,,,,,1,73,73
409,Male,33,0,0,4,0,0,3,0.0,409.0,408.0,9596.0,,0.0,F,0,,,,,,,,4,409,409
113,Female,31,0,0,8,0,0,9,-1.0,112.0,112.0,9299.0,,1.0,F,1,,0.0,317.0,316.0,316.0,,,2,113,113
114,Male,35,0,0,6,0,0,18,-112.0,2.0,113.0,,5686.0,104.0,F,1,,,140.0,,,,,6,114,114
104,Male,25,1,4,8,0,0,5,-1.0,103.0,112.0,9290.0,,1.0,M,1,,,844.0,,,,819.0,7,104,104
513,Male,29,0,0,2,0,0,2,,,,,6187.0,2.0,F,0,,,,,,,,3,513,513
591,Male,25,1,0,5,0,0,7,-4.0,587.0,589.0,9774.0,,4.0,M,1,,1.0,639.0,639.0,681.0,,,5,591,591
414,Male,23,0,0,2,0,1,0,,,,9601.0,,0.0,F,0,,,,,,,,3,414,414
574,Female,55,1,0,1,0,0,3,-1.0,573.0,576.0,9760.0,,1.0,M,0,,,,,,,,1,574,574
703,Female,34,0,0,2,0,0,1,-1.0,702.0,702.0,,6378.0,1.0,F,0,,,,,,,,1,703,703
532,Male,20,0,0,10,0,1,1,-1.0,531.0,639.0,9718.0,,1.0,F,1,,0.0,1114.0,1113.0,1158.0,,,10,532,532
680,Female,52,1,0,1,0,0,0,-1.0,679.0,679.0,9866.0,,1.0,F,0,,,,,,,,1,680,680
630,Male,29,1,0,4,0,0,0,-6.0,624.0,624.0,9811.0,,6.0,F,0,,,,,,,,2,630,630
283,Male,55,0,0,8,0,0,16,-1.0,282.0,282.0,9469.0,,1.0,F,0,,,,,,,,5,283,283
381,Female,30,1,0,5,0,0,3,0.0,381.0,381.0,9568.0,,0.0,F,0,,,,,,,,2,381,381
426,Female,20,0,0,10,7,2,12,-1.0,425.0,426.0,,6101.0,1.0,F,0,,,,,,,,10,426,426
567,Male,29,1,0,10,0,2,14,0.0,567.0,566.0,9754.0,,0.0,F,1,,0.0,628.0,627.0,635.0,,,10,567,567
264,Male,31,0,0,6,0,0,1,-1.0,263.0,379.0,9450.0,,1.0,M,0,,,,,,,,5,264,264
233,Male,39,1,0,4,0,0,5,-60.0,173.0,173.0,9360.0,,60.0,M,0,,,,,,,,3,233,233
132,Male,21,0,0,7,0,0,0,0.0,132.0,131.0,9319.0,,0.0,F,1,,,180.0,,,,190.0,7,132,132
363,Male,46,0,0,5,0,0,13,-40.0,323.0,343.0,,5999.0,40.0,F,1,,,597.0,,,,,3,363,363
581,Male,35,1,0,9,0,0,9,,,,9625.0,,143.0,F,0,,,,,,,,8,581,581
722,Male,44,0,0,5,0,1,11,-1.0,721.0,721.0,,6397.0,1.0,F,1,,0.0,741.0,740.0,1006.0,,716.0,3,722,722
387,Male,30,1,0,3,0,0,2,-1.0,386.0,448.0,,6062.0,1.0,F,0,,,,,,,,2,387,387
366,Male,35,0,0,6,0,1,12,0.0,366.0,366.0,9552.0,,1.0,M,1,,0.0,373.0,372.0,382.0,,,3,366,366
10,Male,34,1,0,5,0,0,4,0.0,10.0,10.0,9196.0,,1.0,F,0,,,,,,,,5,10,10
105,Male,26,0,0,2,0,0,2,-1.0,104.0,104.0,8919.0,,373.0,M,0,,,,,,,,3,105,105
394,Male,51,1,0,1,0,0,4,-26.0,368.0,368.0,9555.0,,26.0,M,0,,,,,,,,1,394,394
719,Female,50,1,0,1,0,0,0,0.0,719.0,718.0,9905.0,,1.0,M,0,,,,,,,,1,719,719
404,Male,36,0,0,2,0,0,0,-1.0,403.0,405.0,9590.0,,1.0,M,0,,,,,,,,1,404,404
134,Male,26,1,0,2,0,0,3,-1.0,133.0,133.0,9320.0,,1.0,M,1,,,345.0,,,,,2,134,134
729,Male,42,1,0,7,0,0,7,-15.0,714.0,748.0,9901.0,,15.0,F,0,,,,,,,,5,729,729
77,Male,21,0,0,6,0,0,1,-1.0,76.0,105.0,9263.0,,1.0,F,0,,,,,,,,5,77,77
39,Male,59,0,0,5,0,0,5,0.0,39.0,189.0,7040.0,,2186.0,M,0,,,,,,,,3,39,39
221,Male,29,0,0,7,2,0,7,-1.0,220.0,223.0,9406.0,,2.0,F,1,,0.0,306.0,305.0,549.0,,,6,221,221
293,Male,28,0,0,3,0,0,1,-1.0,292.0,292.0,9479.0,,1.0,F,0,,,,,,,,2,293,293
88,Male,37,0,0,3,0,0,4,-1.0,87.0,87.0,9274.0,,1.0,F,0,,,,,,,,2,88,88
24,Male,41,1,0,1,0,0,0,0.0,24.0,23.0,9211.0,,0.0,M,0,,,,,,,,1,24,24
104,Male,31,0,1,9,0,0,7,-1.0,103.0,103.0,9290.0,,1.0,M,1,,0.0,640.0,639.0,639.0,,,5,104,104
316,Male,23,0,0,6,0,0,0,-1.0,315.0,316.0,9502.0,,1.0,F,1,,0.0,475.0,474.0,478.0,,,5,316,316
651,Male,19,1,0,8,0,0,0,0.0,651.0,652.0,9838.0,,0.0,F,0,,,,,,,,7,651,651
657,Male,67,1,0,1,0,0,0,-1.0,656.0,656.0,9843.0,,1.0,M,0,,,,,,,,1,657,657
175,Female,54,1,0,1,0,0,1,-2.0,173.0,173.0,9360.0,,2.0,M,0,,,,,,,,1,175,175
404,Male,30,1,0,9,0,0,2,-1.0,403.0,408.0,9590.0,,1.0,M,0,,,,,,,,7,404,404
88,Male,28,1,0,4,0,0,0,-1.0,87.0,87.0,9274.0,,1.0,M,1,,0.0,127.0,126.0,125.0,,102.0,3,88,88
20,Male,22,0,0,5,0,0,0,-1.0,19.0,20.0,9206.0,,1.0,M,1,,0.0,781.0,780.0,780.0,,,7,20,20
573,Male,53,0,0,1,0,0,0,0.0,573.0,572.0,9760.0,,0.0,M,0,,,,,,,,1,573,573
683,Female,35,1,0,6,0,0,5,-1.0,682.0,702.0,9869.0,,1.0,F,0,,,,,,,,2,683,683
102,Male,21,0,0,8,0,0,0,-1.0,101.0,101.0,9288.0,,1.0,F,1,,,381.0,,,,,7,102,102
124,Male,27,0,0,5,0,2,1,-1.0,123.0,138.0,9310.0,,1.0,M,0,,,,,,,,8,124,124
139,Male,61,0,0,9,0,0,4,-1.0,138.0,140.0,8148.0,,1178.0,M,1,,,151.0,,,,,3,139,139
338,Male,51,1,0,3,0,0,7,35.0,373.0,372.0,9463.0,,62.0,F,0,,,,,,,,1,338,338
587,Male,19,0,1,9,0,0,1,578.0,1165.0,1165.0,9715.0,,59.0,F,1,,106.0,1057.0,1162.0,1162.0,,,9,587,587
496,Male,60,1,0,1,0,0,0,-7.0,489.0,491.0,9676.0,,7.0,M,1,,1.0,603.0,603.0,651.0,,,1,496,496
119,Male,22,0,0,3,0,1,0,-1.0,118.0,118.0,9305.0,,1.0,M,0,,,,,,,,5,119,119
98,Male,34,1,0,2,0,0,1,-50.0,48.0,48.0,9235.0,,50.0,F,0,,,,,,,,1,98,98
253,Female,22,1,0,7,0,0,1,-1.0,252.0,252.0,9439.0,,1.0,F,0,,,,,,,,6,253,253
95,Female,49,1,0,2,0,0,3,-1.0,94.0,94.0,9281.0,,1.0,F,0,,,,,,,,1,95,95
25,Female,61,1,0,1,0,0,1,0.0,25.0,24.0,9211.0,,1.0,M,0,,,,,,,,1,25,25
692,Male,51,0,0,6,0,0,7,-1.0,691.0,693.0,9878.0,,1.0,M,1,,,723.0,,,,,3,692,692
432,Female,49,1,0,6,0,0,2,-1.0,431.0,441.0,9618.0,,1.0,F,0,,,,,,,,1,432,432
618,Male,56,0,0,4,0,0,1,35.0,653.0,785.0,9762.0,,43.0,F,0,,,,,,,,1,618,618
709,Female,24,0,0,6,0,0,0,0.0,709.0,708.0,9896.0,,0.0,F,1,,50.0,719.0,768.0,767.0,,,3,709,709
580,Male,43,0,0,1,0,0,1,-1.0,579.0,579.0,9766.0,,1.0,M,0,,,,,,,,1,580,580
219,Female,36,1,0,6,0,0,4,-10.0,209.0,210.0,9396.0,,10.0,M,1,,0.0,851.0,850.0,873.0,,,3,219,219
309,Male,42,1,0,4,0,0,5,-1.0,308.0,338.0,,5985.0,0.0,F,0,,,,,,,,2,309,309
53,Male,36,0,0,4,0,0,9,-1.0,52.0,109.0,9239.0,,1.0,F,0,,,,,,,,2,53,53
71,Male,57,1,0,4,0,0,14,-28.0,43.0,62.0,,5718.0,29.0,F,1,,0.0,210.0,209.0,297.0,,,2,71,71
62,Male,36,1,0,1,0,0,0,-1.0,61.0,61.0,9248.0,,1.0,M,0,,,,,,,,1,62,62
515,Male,34,0,0,2,0,0,3,-1.0,514.0,515.0,9701.0,,1.0,M,1,,,1003.0,,,,,2,515,515
415,Male,22,0,0,6,0,0,4,-1.0,414.0,655.0,9601.0,,1.0,F,0,,,,,,,,7,415,415
10,Male,24,0,0,3,0,0,2,-1.0,9.0,41.0,,5686.0,0.0,M,1,,0.0,553.0,552.0,682.0,,528.0,4,10,10
371,Male,67,1,0,2,0,0,2,-244.0,127.0,154.0,,5803.0,244.0,F,0,,,,,,,,1,371,371
254,Male,32,1,0,2,0,0,0,-1.0,253.0,253.0,9440.0,,1.0,F,0,,,,,,,,1,254,254
28,Male,23,0,0,8,0,0,2,-1.0,27.0,153.0,9214.0,,1.0,F,0,,,,,,,,9,28,28
479,Male,32,0,0,6,0,0,3,-1.0,478.0,478.0,9665.0,,1.0,F,0,,,,,,,,3,479,479
247,Male,25,0,0,2,0,0,1,-14.0,233.0,241.0,9420.0,,14.0,F,0,,,,,,,,3,247,247
717,Female,30,1,0,1,0,0,2,0.0,717.0,717.0,9904.0,,0.0,M,1,,1.0,1066.0,1066.0,1066.0,,1041.0,1,717,717
260,Male,35,0,0,7,0,0,8,0.0,260.0,321.0,9447.0,,0.0,M,1,,175.0,651.0,825.0,825.0,,,4,260,260
474,Male,29,1,0,3,0,0,3,-1.0,473.0,476.0,9660.0,,1.0,M,0,,,,,,,,4,474,474
248,Male,43,0,0,1,0,0,0,-1.0,247.0,247.0,9434.0,,1.0,M,0,,,,,,,,1,248,248
422,Male,28,0,0,2,0,0,1,-1.0,421.0,421.0,,6097.0,1.0,F,0,,,,,,,,2,422,422
358,Male,32,0,0,5,0,0,4,-1.0,357.0,357.0,9544.0,,1.0,F,0,,,,,,,,3,358,358
273,Male,23,1,0,8,0,0,0,-1.0,272.0,274.0,9459.0,,1.0,F,0,,,,,,,,6,273,273
536,Male,29,0,0,4,0,0,1,-1.0,535.0,535.0,9722.0,,1.0,F,0,,,,,,,,3,536,536
308,Female,20,0,0,7,0,0,0,-1.0,307.0,311.0,9494.0,,1.0,M,1,,,328.0,,,,,7,308,308
386,Male,30,0,0,10,1,0,19,0.0,386.0,394.0,9572.0,,1.0,F,1,,,528.0,,,,,7,386,386
684,Female,43,0,0,1,0,0,0,0.0,684.0,684.0,9871.0,,0.0,F,0,,,,,,,,1,684,684
89,Male,26,0,0,2,0,0,0,0.0,89.0,261.0,9276.0,,0.0,F,0,,,,,,,,3,89,89
299,Male,44,0,0,3,0,0,0,-1.0,298.0,298.0,9485.0,,1.0,F,0,,,,,,,,1,299,299
361,Male,30,0,0,4,0,0,2,-1.0,360.0,365.0,9547.0,,1.0,M,0,,,,,,,,3,361,361
147,Male,23,1,0,10,2,1,5,52.0,199.0,211.0,,5681.0,142.0,M,1,,0.0,682.0,681.0,790.0,,657.0,9,147,147
540,Male,30,1,0,2,0,0,1,-26.0,514.0,525.0,9701.0,,26.0,F,0,,,,,,,,2,540,540
129,Male,21,1,0,6,0,0,0,-1.0,128.0,130.0,9315.0,,1.0,M,1,,,781.0,,,,,7,129,129
682,Female,34,1,0,7,0,0,7,-1.0,681.0,682.0,9868.0,,1.0,F,0,,,,,,,,3,682,682
494,Male,30,0,0,2,0,0,0,-1.0,493.0,493.0,9680.0,,1.0,M,1,,1.0,1021.0,1021.0,1020.0,,,2,494,494
292,Male,20,0,0,9,0,0,0,-1.0,291.0,291.0,9478.0,,1.0,F,0,,,,,,,,9,292,292
326,Male,23,0,0,7,0,0,0,-1.0,325.0,326.0,9512.0,,1.0,F,0,,,,,,,,5,326,326
396,Male,23,0,0,3,0,0,0,-1.0,395.0,396.0,9582.0,,1.0,F,0,,,,,,,,5,396,396
